"ip","port","protocol","anonymity","lastTested","allowsRefererHeader","allowsUserAgentHeader","allowsCustomHeaders","allowsCookies","allowsPost","allowsHttps","country","connectTime","downloadSpeed","secondsToFirstByte","uptime"
"103.153.63.10","3125","http","anonymous","2024-11-25 11:50:25","true","true","true","true","true","","ZZ","0.172","18.000","14.179","10.235"
"103.156.14.18","8080","http","anonymous","2024-11-25 11:50:24","true","true","true","true","true","true","ZZ","1.199","47.000","5.372","11.223"
"103.164.190.221","5430","socks4","high anonymity","2024-11-25 11:50:20","true","true","true","true","true","true","ZZ","3.766","42.000","4.197","15.106"
"103.169.186.165","3125","http","anonymous","2024-11-25 11:50:28","true","true","true","true","true","true","ZZ","0.189","29.000","9.032","16.297"
"117.54.114.97","80","http","anonymous","2024-11-25 11:50:23","true","true","true","true","true","","ID","7.379","27.000","7.916","29.279"
"118.70.128.155","5678","socks4","high anonymity","2024-11-25 11:50:12","true","true","true","true","true","true","VN","1.709","82.000","2.126","58.580"
"124.41.240.203","37704","socks4","high anonymity","2024-11-25 11:50:21","true","true","true","true","true","","NP","3.744","42.000","4.096","30.453"
"14.177.236.212","55443","http","high anonymity","2024-11-25 11:50:22","true","true","true","true","","","VN","7.261","14.000","11.937","10.431"
"141.193.213.0","80","http","anonymous","2024-11-25 11:50:06","true","true","true","true","true","","US","0.021","4446.000","0.048","99.993"
"141.193.213.1","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.155","1161.000","0.181","99.993"
"141.193.213.10","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.005","7777.000","0.028","99.991"
"141.193.213.100","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.083","1980.000","0.105","99.992"
"141.193.213.101","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.087","1882.000","0.111","99.993"
"141.193.213.102","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.038","3028.000","0.070","99.993"
"141.193.213.103","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.391","514.000","0.407","99.992"
"141.193.213.104","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.183","972.000","0.216","99.990"
"141.193.213.105","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.110","1693.000","0.125","99.996"
"141.193.213.106","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.059","2447.000","0.085","99.993"
"141.193.213.107","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.216","886.000","0.237","99.994"
"141.193.213.108","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.144","1235.000","0.171","99.990"
"141.193.213.109","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.306","640.000","0.329","99.991"
"141.193.213.11","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.095","1833.000","0.114","99.991"
"141.193.213.110","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.064","2612.000","0.081","99.991"
"141.193.213.111","80","http","anonymous","2024-11-25 11:50:06","true","true","true","true","true","","US","0.018","4750.000","0.045","99.996"
"141.193.213.112","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.154","1117.000","0.187","99.994"
"141.193.213.113","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.089","1658.000","0.126","99.991"
"141.193.213.114","80","http","anonymous","2024-11-25 11:50:07","true","true","true","true","true","","US","0.242","785.000","0.266","99.991"
"141.193.213.115","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.226","846.000","0.249","99.995"
"141.193.213.116","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.076","2247.000","0.093","99.992"
"141.193.213.117","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.215","846.000","0.248","99.993"
"141.193.213.118","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.279","714.000","0.295","99.992"
"141.193.213.119","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.092","1833.000","0.114","99.994"
"141.193.213.12","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.073","2210.000","0.095","99.990"
"141.193.213.120","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.260","350.000","0.594","99.990"
"141.193.213.121","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.066","2359.000","0.090","99.993"
"141.193.213.122","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.251","781.000","0.266","99.995"
"141.193.213.123","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.039","3542.000","0.060","99.993"
"141.193.213.124","80","http","anonymous","2024-11-25 11:50:13","true","true","true","true","true","","US","0.133","1350.000","0.154","99.992"
"141.193.213.125","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.268","703.000","0.297","99.993"
"141.193.213.126","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.384","522.000","0.401","99.993"
"141.193.213.127","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.313","625.000","0.336","99.995"
"141.193.213.128","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.083","2090.000","0.100","99.992"
"141.193.213.129","80","http","anonymous","2024-11-25 11:50:09","true","true","true","true","true","","US","0.095","1685.000","0.124","99.992"
"141.193.213.13","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.195","958.000","0.219","99.992"
"141.193.213.130","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.317","610.000","0.344","99.991"
"141.193.213.131","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.151","1235.000","0.170","99.993"
"141.193.213.132","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.089","1990.000","0.106","99.990"
"141.193.213.133","80","http","anonymous","2024-11-25 11:50:13","true","true","true","true","true","","US","0.062","2430.000","0.087","99.988"
"141.193.213.134","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.061","2271.000","0.092","99.990"
"141.193.213.135","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.014","6562.000","0.033","99.994"
"141.193.213.136","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.056","2625.000","0.080","99.989"
"141.193.213.137","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.022","5000.000","0.043","99.992"
"141.193.213.138","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.432","456.000","0.459","99.996"
"141.193.213.139","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.104","1274.000","0.165","99.991"
"141.193.213.14","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.047","3215.000","0.066","99.992"
"141.193.213.140","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.004","8038.000","0.027","99.993"
"141.193.213.141","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.173","1088.000","0.193","99.992"
"141.193.213.142","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.089","1858.000","0.113","99.992"
"141.193.213.143","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.319","626.000","0.335","99.993"
"141.193.213.144","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.101","1129.000","0.185","99.991"
"141.193.213.145","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.318","606.000","0.343","99.990"
"141.193.213.146","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.014","6741.000","0.031","99.993"
"141.193.213.147","80","http","anonymous","2024-11-25 11:50:22","true","true","true","true","true","","US","0.051","2645.000","0.080","99.992"
"141.193.213.148","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.055","2592.000","0.082","99.991"
"141.193.213.149","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.095","1721.000","0.123","99.994"
"141.193.213.15","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.187","921.000","0.229","99.995"
"141.193.213.150","80","http","anonymous","2024-11-25 11:50:07","true","true","true","true","true","","US","0.190","976.000","0.213","99.994"
"141.193.213.151","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.178","1082.000","0.193","99.991"
"141.193.213.152","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.073","2069.000","0.101","99.992"
"141.193.213.153","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.142","1291.000","0.161","99.991"
"141.193.213.154","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.068","1833.000","0.114","99.992"
"141.193.213.155","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.004","8360.000","0.026","99.992"
"141.193.213.156","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.127","1448.000","0.146","99.993"
"141.193.213.157","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.097","1875.000","0.112","99.996"
"141.193.213.158","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.275","676.000","0.309","99.994"
"141.193.213.159","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.190","1029.000","0.204","99.993"
"141.193.213.16","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.192","1000.000","0.208","99.993"
"141.193.213.160","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.137","1359.000","0.153","99.993"
"141.193.213.161","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.085","2019.000","0.104","99.994"
"141.193.213.162","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.278","708.000","0.295","99.994"
"141.193.213.163","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.136","870.000","0.240","99.995"
"141.193.213.164","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.279","691.000","0.301","99.991"
"141.193.213.165","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.072","2187.000","0.097","99.993"
"141.193.213.166","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.068","2402.000","0.088","99.995"
"141.193.213.167","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.229","849.000","0.246","99.993"
"141.193.213.168","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.153","1194.000","0.175","99.992"
"141.193.213.169","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.304","652.000","0.323","99.992"
"141.193.213.17","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.180","1004.000","0.208","99.993"
"141.193.213.170","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.102","1525.000","0.137","99.994"
"141.193.213.171","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.215","901.000","0.234","99.996"
"141.193.213.172","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.275","636.000","0.294","99.993"
"141.193.213.173","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.052","2985.000","0.070","99.994"
"141.193.213.174","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.123","1421.000","0.147","99.993"
"141.193.213.175","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.053","2666.000","0.078","99.994"
"141.193.213.176","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.045","3119.000","0.068","99.992"
"141.193.213.177","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.011","8400.000","0.026","99.992"
"141.193.213.178","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.174","1071.000","0.196","99.991"
"141.193.213.179","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.081","2009.000","0.105","99.993"
"141.193.213.18","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.058","1858.000","0.114","99.994"
"141.193.213.180","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.181","1019.000","0.205","99.991"
"141.193.213.181","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.067","2612.000","0.080","99.990"
"141.193.213.182","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.043","3246.000","0.065","99.993"
"141.193.213.183","80","http","anonymous","2024-11-25 11:50:07","true","true","true","true","true","","US","0.072","2038.000","0.104","99.994"
"141.193.213.184","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.157","1180.000","0.177","99.993"
"141.193.213.185","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.052","1810.000","0.117","99.992"
"141.193.213.186","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.110","1640.000","0.129","99.989"
"141.193.213.187","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.047","2957.000","0.071","99.992"
"141.193.213.188","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.232","807.000","0.260","99.992"
"141.193.213.189","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.406","495.000","0.425","99.992"
"141.193.213.19","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.329","606.000","0.343","99.993"
"141.193.213.190","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.105","1756.000","0.119","99.991"
"141.193.213.191","80","http","anonymous","2024-11-25 11:50:09","true","true","true","true","true","","US","0.350","563.000","0.374","99.993"
"141.193.213.192","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.064","2506.000","0.083","99.991"
"141.193.213.193","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.043","1088.000","0.192","99.994"
"141.193.213.194","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.190","1004.000","0.208","99.993"
"141.193.213.195","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.058","2518.000","0.083","99.993"
"141.193.213.196","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.133","1418.000","0.149","99.990"
"141.193.213.197","80","http","anonymous","2024-11-25 11:50:17","true","true","true","true","true","","US","0.176","1066.000","0.196","99.995"
"141.193.213.198","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.044","3426.000","0.061","99.993"
"141.193.213.199","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.204","954.000","0.219","99.988"
"141.193.213.2","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.002","8076.000","0.026","99.991"
"141.193.213.20","80","http","anonymous","2024-11-25 11:50:17","true","true","true","true","true","","US","0.203","920.000","0.228","99.993"
"141.193.213.200","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.168","1154.000","0.181","99.991"
"141.193.213.201","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.069","2000.000","0.105","99.991"
"141.193.213.202","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.159","1160.000","0.181","99.996"
"141.193.213.203","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.321","625.000","0.337","99.992"
"141.193.213.204","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.006","8708.000","0.025","99.993"
"141.193.213.205","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.056","2658.000","0.079","99.994"
"141.193.213.206","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.354","554.000","0.376","99.993"
"141.193.213.207","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.099","1238.000","0.169","99.992"
"141.193.213.208","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.452","444.000","0.472","99.993"
"141.193.213.209","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.342","571.000","0.367","99.991"
"141.193.213.21","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.321","604.000","0.344","99.993"
"141.193.213.210","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.152","1229.000","0.171","99.993"
"141.193.213.211","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.154","1251.000","0.168","99.991"
"141.193.213.212","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.166","1117.000","0.188","99.993"
"141.193.213.213","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.076","2177.000","0.096","99.993"
"141.193.213.214","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.088","1849.000","0.113","99.987"
"141.193.213.215","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.095","1793.000","0.116","99.994"
"141.193.213.216","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.079","2090.000","0.100","99.995"
"141.193.213.217","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.236","810.000","0.259","99.992"
"141.193.213.218","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.227","691.000","0.302","99.993"
"141.193.213.219","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.209","936.000","0.222","99.995"
"141.193.213.22","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.290","670.000","0.313","99.994"
"141.193.213.220","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.054","3119.000","0.067","99.990"
"141.193.213.221","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.448","380.000","0.550","99.994"
"141.193.213.222","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.142","836.000","0.252","99.993"
"141.193.213.223","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.139","1290.000","0.162","99.990"
"141.193.213.224","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.283","364.000","0.573","99.990"
"141.193.213.225","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.076","1296.000","0.163","99.990"
"141.193.213.226","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.099","1764.000","0.120","99.993"
"141.193.213.227","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.131","1458.000","0.144","99.993"
"141.193.213.228","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.107","1632.000","0.128","99.993"
"141.193.213.229","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.024","4098.000","0.051","99.991"
"141.193.213.23","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.067","2488.000","0.085","99.995"
"141.193.213.230","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.040","2985.000","0.070","99.991"
"141.193.213.231","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.231","830.000","0.254","99.993"
"141.193.213.232","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.213","920.000","0.228","99.991"
"141.193.213.233","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.181","1044.000","0.201","99.995"
"141.193.213.234","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.040","1866.000","0.113","99.994"
"141.193.213.235","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.269","723.000","0.290","99.993"
"141.193.213.236","80","http","anonymous","2024-11-25 11:50:13","true","true","true","true","true","","US","0.141","1209.000","0.173","99.989"
"141.193.213.237","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.258","733.000","0.285","99.992"
"141.193.213.238","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.260","752.000","0.280","99.992"
"141.193.213.239","80","http","anonymous","2024-11-25 11:50:07","true","true","true","true","true","","US","0.169","1100.000","0.187","99.993"
"141.193.213.24","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.107","1322.000","0.159","99.993"
"141.193.213.240","80","http","anonymous","2024-11-25 11:50:09","true","true","true","true","true","","US","0.163","976.000","0.215","99.991"
"141.193.213.241","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.094","1448.000","0.146","99.993"
"141.193.213.242","80","http","anonymous","2024-11-25 11:50:09","true","true","true","true","true","","US","0.001","4976.000","0.042","99.993"
"141.193.213.243","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.161","1100.000","0.191","99.990"
"141.193.213.244","80","http","anonymous","2024-11-25 11:50:16","true","true","true","true","true","","US","0.173","1088.000","0.191","99.992"
"141.193.213.245","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.107","1361.000","0.155","99.994"
"141.193.213.246","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.216","813.000","0.257","99.993"
"141.193.213.247","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.033","4220.000","0.051","99.992"
"141.193.213.248","80","http","anonymous","2024-11-25 11:50:13","true","true","true","true","true","","US","0.184","1034.000","0.204","99.994"
"141.193.213.249","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.182","972.000","0.216","99.990"
"141.193.213.25","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.238","696.000","0.301","99.993"
"141.193.213.250","80","http","anonymous","2024-11-25 11:50:09","true","true","true","true","true","","US","0.186","1009.000","0.209","99.993"
"141.193.213.251","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.180","819.000","0.256","99.990"
"141.193.213.252","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.043","3426.000","0.061","99.995"
"141.193.213.253","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.355","547.000","0.383","99.993"
"141.193.213.254","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.008","7740.000","0.027","99.992"
"141.193.213.255","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","","","US","0.154","1186.000","0.178","97.024"
"141.193.213.26","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.034","3442.000","0.061","99.992"
"141.193.213.27","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.261","754.000","0.277","99.990"
"141.193.213.28","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.083","1850.000","0.115","99.991"
"141.193.213.29","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.122","1290.000","0.163","99.992"
"141.193.213.3","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.273","592.000","0.352","99.990"
"141.193.213.30","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.020","5225.000","0.040","99.992"
"141.193.213.31","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.174","859.000","0.243","99.995"
"141.193.213.32","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.084","2000.000","0.106","99.992"
"141.193.213.33","80","http","anonymous","2024-11-25 11:50:19","true","true","true","true","true","","US","0.098","1500.000","0.140","99.994"
"141.193.213.34","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.018","5225.000","0.041","99.991"
"141.193.213.35","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.002","1000.000","0.210","99.992"
"141.193.213.36","80","http","anonymous","2024-11-25 11:50:06","true","true","true","true","true","","US","0.325","593.000","0.354","99.990"
"141.193.213.37","80","http","anonymous","2024-11-25 11:50:08","true","true","true","true","true","","US","0.287","688.000","0.306","99.992"
"141.193.213.38","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.190","826.000","0.253","99.993"
"141.193.213.39","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.027","4906.000","0.043","99.993"
"141.193.213.4","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.292","655.000","0.319","99.991"
"141.193.213.40","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.057","2837.000","0.074","99.990"
"141.193.213.41","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.131","1402.000","0.149","99.993"
"141.193.213.42","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.355","552.000","0.380","99.990"
"141.193.213.43","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.085","2069.000","0.101","99.994"
"141.193.213.44","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.062","2337.000","0.090","99.993"
"141.193.213.45","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.057","2612.000","0.081","99.994"
"141.193.213.46","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.014","2029.000","0.104","99.996"
"141.193.213.47","80","http","anonymous","2024-11-25 11:50:07","true","true","true","true","true","","US","0.364","554.000","0.379","99.993"
"141.193.213.48","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.064","1935.000","0.108","99.989"
"141.193.213.49","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.075","2247.000","0.094","99.995"
"141.193.213.5","80","http","anonymous","2024-11-25 11:50:15","true","true","true","true","true","","US","0.072","1680.000","0.126","99.995"
"141.193.213.50","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.131","1350.000","0.154","99.993"
"141.193.213.51","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.386","517.000","0.406","99.994"
"141.193.213.52","80","http","anonymous","2024-11-25 11:50:18","true","true","true","true","true","","US","0.002","3088.000","0.068","99.993"
"141.193.213.53","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.130","1441.000","0.146","99.993"
"141.193.213.54","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.098","1627.000","0.130","99.991"
"141.193.213.55","80","http","anonymous","2024-11-25 11:50:09","true","true","true","true","true","","US","0.221","868.000","0.243","99.990"
"141.193.213.56","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.036","2943.000","0.071","99.993"
"141.193.213.57","80","http","anonymous","2024-11-25 11:50:12","true","true","true","true","true","","US","0.075","2200.000","0.091","99.993"
"141.193.213.58","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.099","1421.000","0.148","99.992"
"141.193.213.59","80","http","anonymous","2024-11-25 11:50:14","true","true","true","true","true","","US","0.222","856.000","0.244","99.991"
"141.193.213.6","80","http","anonymous","2024-11-25 11:50:11","true","true","true","true","true","","US","0.270","697.000","0.301","99.993"
"141.193.213.60","80","http","anonymous","2024-11-25 11:50:20","true","true","true","true","true","","US","0.158","1004.000","0.209","99.990"
"141.193.213.61","80","http","anonymous","2024-11-25 11:50:21","true","true","true","true","true","","US","0.098","1704.000","0.123","99.993"
"141.193.213.62","80","http","anonymous","2024-11-25 11:50:06","true","true","true","true","true","","US","0.238","785.000","0.266","99.993"
